x,y
-4.999958560188037,3.7646489630027764
-4.999949180069418,3.7582729440744043
-4.999929120547342,3.745647826348724
-4.999895734366788,3.7270214210429056
-4.999844940695236,3.7027491320013413
-4.9997711256569835,3.6732778438326306
-4.999667062202664,3.6391216650479694
-4.99952362316906,3.6008411860526075
-4.99933078941123,3.559018689031522
-4.999076788294543,3.5142347998584174
-4.998748976153289,3.467050105186523
-4.998334450616316,3.417986192230013
-4.997820863176923,3.367513360685159
-4.997197872910605,3.316037386826147
-4.996457142459282,3.2638978852433334
-4.995594360400525,3.2113625807274215
-4.994609967685389,3.158627200418899
-4.993509925189681,3.105821044319551
-4.992306146915847,3.053011719676456
-4.991016519857275,3.000213303561937
-4.989664475786751,2.9473966742344913
-4.988278611235327,2.8944986716590475
-4.986890397019918,2.8414362390076655
-4.98553367446264,2.788116630607704
-4.984242875730038,2.7344491945730827
-4.983051575265733,2.68035519519334
-4.981991714012598,2.625776964195392
-4.981091557946017,2.5706859256290358
-4.980376012758148,2.515084999598675
-4.979866076651329,2.4590137733639743
-4.979579311255197,2.4025472094882376
-4.979528949463105,2.3457937945771286
-4.97972512881322,2.288894519107709
-4.980174962986148,2.232015320907278
-4.980883332213414,2.175344293770827
-4.98185207268306,2.119081787175711
-4.983081152709418,2.0634345184128584
-4.984569133573543,2.008607490226455
-4.986312374183784,1.9547935900955165
-4.988306315564708,1.9021671200253891
-4.990545639598855,1.8508745178673263
-4.993024734592149,1.8010270717935235
-4.995738151760848,1.7526945691778133
-4.998680988553769,1.7059031497720163
-5.001849132562117,1.6606325176018863
-5.005239311444931,1.6168169262925125
-5.008848917059766,1.5743504530262207
-5.012675600677265,1.533093473306412
-5.016716664746088,1.4928820984401414
-5.020968299899456,1.4535376253267744
-5.0254247305311015,1.4148792426535728
-5.030077604885593,1.3767341517693923
-5.034914239603483,1.3389466059973307
-5.039917987490559,1.3013839968496044
-5.045067203224176,1.2639421149661374
-5.05033488716287,1.2265443142942343
-5.055688575002692,1.1891409808205657
-5.061090515278398,1.1517035405876814
-5.066498170621373,1.1142179446255192
-5.0718650668511795,1.0766770656265205
-5.077141993847071,1.03907197310947
-5.082278533156872,1.0013854286034787
-5.087224851522276,0.9635844630559709
-5.09193366158757,0.9256182957920552
-5.096362217480407,0.8874149310369589
-5.100474190644641,0.8488816848471058
-5.104241266073033,0.8099095622748932
-5.1076443141523145,0.7703760994528406
-5.110674028384076,0.7301528015541772
-5.113330970263091,0.6891130017713805
-5.1156247553161265,0.6471404017905358
-5.117573898285623,0.6041350280510731
-5.119203221625492,0.5600239289123398
-5.120542553826802,0.5147665616588275
-5.121624848359676,0.4683592157192597
-5.122484357423004,0.42083753519172784
-5.1231549938872005,0.3722778219243926
-5.1236689791041075,0.32279529724690814
-5.124055565065171,0.2725377023720486
-5.124341301678415,0.22167949176384702
-5.12454861894337,0.17041307063314323
-5.124696254263884,0.11893731016776438
-5.124799428516338,0.0674480814219827
-5.124869911067011,0.016125162988226704
-5.124917364155531,-0.03487686333949931
-5.124948702082321,-0.08543671742480942
-5.124969000768607,-0.13547331910999844
-5.124981628790468,-0.1849493310886267
-5.1249895163167,-0.23386932285882928
-5.124994346081286,-0.28227913590292997
-5.124997245302653,-0.33025806993586254
-5.124998684188758,-0.3779109630088945
-5.124999522012903,-0.42535689999420856
-5.124999522012903,-0.47271936974118645
-5.124998206201661,-0.5201149878189032
-5.124995451504314,-0.5676427118829673
-5.1249902755726975,-0.6153779834495965
-5.1249815856877365,-0.6633671999712518
-5.124966329012599,-0.7116248847906674
-5.124941584761878,-0.7601357937460346
-5.124901752875664,-0.8088591057822112
-5.1248395369339965,-0.8577341074046146
-5.124743741756232,-0.9066873131208987
-5.124599665223817,-0.9556426545744348
-5.124386120550498,-1.004525547045548
-5.124076683234023,-1.0532716877099537
-5.123636159926574,-1.1018293972004358
-5.123020642323023,-1.150163757621749
-5.12217684301693,-1.1982564731934646
-5.121040101694366,-1.2461031863798198
-5.11953658185333,-1.2937128360710854
-5.117583503580179,-1.3411014996994686
-5.1150896730128155,-1.388289430499096
-5.111960220251666,-1.4352964433673034
-5.10809846972895,-1.4821365709178353
-5.103410489299891,-1.5288162192783243
-5.097810769408842,-1.575328750455368
-5.091224472687043,-1.6216523345915617
-5.08359279697764,-1.6677487740508279
-5.074873829834877,-1.7135601011853483
-5.065046327340407,-1.7590095345073362
-5.0541066010738245,-1.8040005049936885
-5.04206822932761,-1.8484199355841742
-5.028958223599978,-1.8921396127543408
-5.014810824724569,-1.9350221240034113
-4.999663378104246,-1.9769252352875206
-4.983548049183976,-2.017710728585248
-4.966487512370788,-2.057249911608025
-4.948489445498067,-2.0954320233236086
-4.92954203328531,-2.132170384558195
-4.909610094115717,-2.167407256890348
-4.8886341020049935,-2.2011187358347652
-4.866535868601864,-2.233314778428784
-4.843221081673082,-2.264039289245969
-4.818581826622098,-2.2933663182700954
-4.792498203357784,-2.3213947877717187
-4.764844528144234,-2.3482429436985917
-4.735490668651859,-2.374040586604943
-4.704306619538405,-2.398920208275362
-4.671163770075984,-2.4230106492053727
-4.635932731870974,-2.446428811962941
-4.598478511929324,-2.469275146234883
-4.5586548477163635,-2.491628925811972
-4.516297777571998,-2.5135472606973273
-4.471217512696248,-2.535062455460153
-4.423191794443046,-2.556185816077742
-4.371962253484793,-2.5769090675066
-4.317235746357779,-2.597207614704021
-4.258689321677981,-2.617046145441065
