x,y
-0.9496583587585471,2.990534577424434
-0.9752250405961554,2.9888062026495352
-1.0256554601979664,2.9853610287761874
-1.099588035207384,2.9802232028472466
-1.195093165197799,2.973426879164476
-1.309792703856977,2.9650144883824487
-1.4410020558433834,2.955034430968311
-1.5858840951462034,2.9435370086121857
-1.7415956392032177,2.9305712222625506
-1.905417137975308,2.9161771081188106
-2.074860454188891,2.900383775680101
-2.247743889473926,2.8832028840001476
-2.4222339869237715,2.8646272202503136
-2.596856383050183,2.8446278335508586
-2.770488151760951,2.8231516458606216
-2.94231435001507,2.800123025933067
-3.111783354446824,2.775446407688746
-3.2785492670108116,2.7490102501103872
-3.4424164412757565,2.7206895763614205
-3.6032866316512004,2.690350826282987
-3.7611145679868083,2.657856264746715
-3.915872371440446,2.6230642886014786
-4.067520763114189,2.5858353438970436
-4.215992115414358,2.546030959178825
-4.361175872567324,2.503516314986442
-4.502916575359554,2.4581612067770164
-4.641017165318505,2.4098431473441
-4.775236941844048,2.358448359554309
-4.905302561103778,2.30387669073861
-5.03091452508119,2.246046009137597
-5.151756976273891,2.1848965858248217
-5.2675088653089,2.1203978403119583
-5.377854770279438,2.052552327360941
-5.482501207136623,1.9813988168773504
-5.581184474277883,1.9070150244413475
-5.673685137337443,1.829519678600341
-5.759838705688875,1.7490650658555351
-5.839541353563969,1.6658364323994814
-5.912753134855418,1.5800407041436202
-5.97949941677329,1.491900160372303
-6.039869054886231,1.4016410295521096
-6.0940082026418665,1.3094796629206036
-6.142108315364894,1.2156137692306501
-6.184390667703293,1.1202082534186018
-6.221088040580318,1.023384699011543
-6.252424553260797,0.9252091156433132
-6.27859259269817,0.825684201473685
-6.299732613403066,0.7247400106127708
-6.315911891571797,0.6222294684912202
-6.327099604178182,0.5179305310308356
-6.33315747528648,0.41154857514333776
-6.3338278926252825,0.30273192749431577
-6.328727223521681,0.19108800057123237
-6.3173427572938285,0.07621408596037918
-6.299048963253969,-0.04227153571471795
-6.2731153866711855,-0.16468798852569413
-6.238729010707517,-0.29125256073707134
-6.19501363317541,-0.42204248266501593
-6.14106365183897,-0.5569616496441305
-6.07597029692746,-0.6957160610843941
-5.998851308089375,-0.8378052979806088
-5.90886926426312,-0.9825250285478841
-5.805254734708364,-1.1289881620695064
-5.6873196907298516,-1.276157313007211
-5.554465924368218,-1.4228911972915181
-5.406178677064917,-1.5679982351407744
-5.242026879416611,-1.7102926940605838
-5.061654037914956,-1.8486494263134094
-4.864769530313475,-1.9820518810629666
-4.6511466638141234,-2.1096297562716537
-4.42060438300273,-2.230679645836134
-4.1730313990246914,-2.3446797331496656
-3.908390045251644,-2.4512832745694975
-3.6267375095476666,-2.5503042309581545
-3.3282589100626536,-2.6416919852150356
-3.0132972612222035,-2.7255011363984982
-2.682387571174238,-2.8018552056062105
-2.3362855360275603,-2.8709130754703955
-1.9759974780650826,-2.932842850388339
-1.6027829031796277,-2.9877964670051433
-1.2181531137629982,-3.035892356294923
-0.8238441375822732,-3.0772069854935555
-0.4217773795403396,-3.1117719299643865
-0.014004431996220236,-3.1395797750873964
0.3973599878868021,-3.16059076161531
0.8102074601928229,-3.1747479064606603
1.2225027499047734,-3.181988366932447
1.6323448565293428,-3.1822576586905393
2.0380095444877084,-3.175522067238447
2.4379777021980242,-3.1617774918894974
2.8309410989625494,-3.1410533080960237
3.215791924418617,-3.113423950507184
3.5915970880061305,-3.079003609984256
3.9575637473218044,-3.037941821287421
4.313003238480017,-2.9904225186402886
4.657291072983355,-2.936648298014661
4.9898430895990975,-2.8768388681044987
5.310100887603331,-2.811212913917001
5.617530458186734,-2.7399770217682966
5.911634780878465,-2.6633149395627886
6.191973098647716,-2.5813735639899207
6.458185611896896,-2.4942546159128978
6.71002000632986,-2.402008012124426
6.947351829505956,-2.3046332752459433
7.170190058138034,-2.2020822440349885
7.378671689853199,-2.094269130208772
7.573038945698621,-1.9810881703906509
7.753611543166204,-1.8624345269477223
7.920736753628105,-1.7382310256135824
8.07473468043687,-1.6084520536505937
8.21584716030326,-1.473153568515396
8.344194811029782,-1.3324970195681094
8.459735016860813,-1.1867666920857154
8.562241419582493,-1.036384413576953
8.651295637757146,-0.8819120594395555
8.726308414471589,-0.724048736055493
8.78654355501438,-0.5636189287925251
8.83116630504865,-0.40155162252352716
8.859291824455862,-0.2388557970497419
8.87005294620802,-0.07658972999237407
8.862665596727789,0.08417251857293956
8.836487463039436,0.2423720532029874
8.791072913356484,0.3969994086070709
8.726225548053176,0.5471225922257442
8.64203400856752,0.6919084350578371
8.538904687277414,0.8306440127957769
8.417580508678821,0.9627450863214728
8.279138472812463,1.0877604673897194
8.125007645754936,1.2053747977213347
7.956947956525099,1.3153958943644872
7.777033922550961,1.4177434908855506
7.58763006677824,1.5124342658882566
7.391354073458865,1.5995637934460158
7.19103777122375,1.6792846532798544
6.989677895786029,1.7517887044381517
6.790388279443465,1.8172942703551138
6.5963337985653805,1.8760272556508506
6.410673292424968,1.9282106986295722
6.236493812070859,1.9740539685636418
6.076744118715556,2.013747519124135
5.934173351011225,2.0474619211885328
5.811267077168962,2.0753393652968626
5.710193788218772,2.097501928253715
5.632754615122435,2.114043390287973
5.5803387863434954,2.125033469515404
5.55389225487045,2.130518502290415
